Date,Open,High,Low,Close,Volume
2023-08-10,326.0150,328.2600,321.1800,322.9300,20113725
2023-08-09,326.4700,327.1100,321.0499,322.2300,22373268
2023-08-08,326.9600,328.7500,323.0000,326.0500,22327574
2023-08-07,328.3700,331.1100,327.5200,330.1100,17741526
2023-08-04,331.8800,335.1400,327.2400,327.7800,23741484
2023-08-03,326.0000,329.8800,325.9500,326.6600,18360352
2023-08-02,333.6300,333.6300,326.3551,327.5000,27761257
2023-08-01,335.1900,338.5400,333.7000,336.3400,18381253
2023-07-31,336.9200,337.6950,333.3600,335.9200,25446022
2023-07-28,333.6700,340.0100,333.1700,338.3700,28484868
2023-07-27,340.4800,341.3300,329.0500,330.7200,39635262
2023-07-26,341.4400,344.6700,333.1100,337.7700,58383702
2023-07-25,347.1100,351.8900,345.0700,350.9800,41637739
2023-07-24,345.8500,346.9200,342.3100,345.1100,26719207
2023-07-21,349.1500,350.3000,339.8300,343.7700,69405382
2023-07-20,353.5700,357.9700,345.3700,346.8700,33778395
2023-07-19,361.7500,362.4600,352.4350,355.0800,39732901
2023-07-18,345.8300,366.7800,342.1700,359.4900,64872705
2023-07-17,345.6780,346.9900,342.2000,345.7300,20363927
2023-07-14,347.5900,351.4300,344.3100,345.2400,28352729
2023-07-13,339.5600,343.7400,339.0200,342.6600,20567159
2023-07-12,336.6000,341.6520,335.6700,337.2000,29995262
2023-07-11,331.0600,332.8600,327.0000,332.4700,26698218
2023-07-10,334.6000,335.2300,327.5900,331.8300,32791449
2023-07-07,339.3200,341.7900,337.0000,337.2200,21214824
2023-07-06,337.3000,342.9900,335.5000,341.2700,28195534
2023-07-05,335.0900,341.6500,334.7276,338.1500,18172378
2023-07-03,339.1900,340.9000,336.5710,337.9900,12508692
2023-06-30,337.7500,342.7300,337.2000,340.5400,26832756
2023-06-29,334.7100,336.1100,332.6200,335.0500,16997042
2023-06-28,334.6600,337.9800,333.8100,335.8500,20259523
2023-06-27,331.8600,336.1500,329.3000,334.5700,24354110
2023-06-26,333.7200,336.1100,328.4900,328.6000,21520582
2023-06-23,334.3600,337.9600,333.4500,335.0200,23146901
2023-06-22,334.1200,340.1200,333.3400,339.7100,23556764
2023-06-21,336.3700,337.7300,332.0700,333.5600,25117799
2023-06-20,339.3100,342.0800,335.8600,338.0500,26375407
2023-06-16,351.3200,351.4700,341.9500,342.3300,46551985
2023-06-15,337.4800,349.8400,337.2000,348.1000,38899075
2023-06-14,334.3400,339.0400,332.8100,337.3400,26003791
2023-06-13,334.4650,336.9800,330.3900,334.2900,22951279
2023-06-12,328.5800,332.0999,325.1600,331.8500,24306753
2023-06-09,324.9900,329.9900,324.4100,326.7900,22528950
2023-06-08,323.9350,326.6400,323.3500,325.2600,23277708
2023-06-07,331.6500,334.4900,322.5000,323.3800,40717129
